28 (1 2) <1,2,3,4,0,0,0,0,0,0,0,0,13,14,15,> <0,0,0,0,0,6,7,0,9,0,11,0,0,0,0,> <0,0,0,0,5,0,0,8,0,10,0,12,0,0,0,> 
29 (3 1) <1,2,3,4,0,0,0,0,0,10,0,0,13,14,15,> <0,0,0,0,0,6,7,0,9,0,11,0,0,0,0,> <0,0,0,0,5,0,0,8,0,0,0,12,0,0,0,> 
30 (3 1) <1,2,3,4,0,0,0,8,0,10,0,0,13,14,15,> <0,0,0,0,0,6,7,0,9,0,11,0,0,0,0,> <0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,> 
31 (2 1) <1,2,3,4,0,0,0,8,9,10,0,0,13,14,15,> <0,0,0,0,0,6,7,0,0,0,11,0,0,0,0,> <0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,> 
32 (2 3) <1,2,3,4,0,0,0,8,9,10,0,0,13,14,15,> <0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,> <0,0,0,0,5,0,7,0,0,0,0,12,0,0,0,> 
33 (2 3) <1,2,3,4,0,0,0,8,9,10,0,0,13,14,15,> <0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,0,7,0,0,0,11,12,0,0,0,> 
34 (1 2) <1,2,3,4,0,0,0,8,0,10,0,0,13,14,15,> <0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,> <0,0,0,0,5,0,7,0,0,0,11,12,0,0,0,> 
35 (1 3) <1,2,3,4,0,0,0,0,0,10,0,0,13,14,15,> <0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,> <0,0,0,0,5,0,7,8,0,0,11,12,0,0,0,> 
36 (2 3) <1,2,3,4,0,0,0,0,0,10,0,0,13,14,15,> <0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,0,7,8,9,0,11,12,0,0,0,> 
37 (2 1) <1,2,3,4,0,6,0,0,0,10,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,0,7,8,9,0,11,12,0,0,0,> 
38 (3 1) <1,2,3,4,0,6,0,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,0,7,8,0,0,11,12,0,0,0,> 
39 (3 2) <1,2,3,4,0,6,0,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,> <0,0,0,0,5,0,7,0,0,0,11,12,0,0,0,> 
40 (3 2) <1,2,3,4,0,6,0,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,> <0,0,0,0,5,0,7,0,0,0,0,12,0,0,0,> 
41 (3 1) <1,2,3,4,0,6,7,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,> <0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,> 
42 (2 3) <1,2,3,4,0,6,7,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,> <0,0,0,0,5,0,0,0,0,0,11,12,0,0,0,> 
43 (2 1) <1,2,3,4,0,6,7,8,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,0,0,0,0,0,11,12,0,0,0,> 
44 (3 2) <1,2,3,4,0,6,7,8,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,> <0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,> 
45 (1 3) <1,2,3,4,0,6,7,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,> <0,0,0,0,5,0,0,8,0,0,0,12,0,0,0,> 
46 (2 3) <1,2,3,4,0,6,7,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,0,0,8,0,0,11,12,0,0,0,> 
47 (1 2) <1,2,3,4,0,6,0,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,> <0,0,0,0,5,0,0,8,0,0,11,12,0,0,0,> 
48 (3 2) <1,2,3,4,0,6,0,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,> <0,0,0,0,5,0,0,8,0,0,0,12,0,0,0,> 
49 (3 2) <1,2,3,4,0,6,0,0,9,10,0,0,13,14,15,> <0,0,0,0,0,0,7,8,0,0,11,0,0,0,0,> <0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,> 
50 (1 2) <1,2,3,4,0,6,0,0,0,10,0,0,13,14,15,> <0,0,0,0,0,0,7,8,9,0,11,0,0,0,0,> <0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,> 
51 (1 3) <1,2,3,4,0,0,0,0,0,10,0,0,13,14,15,> <0,0,0,0,0,0,7,8,9,0,11,0,0,0,0,> <0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,> 
52 (2 3) <1,2,3,4,0,0,0,0,0,10,0,0,13,14,15,> <0,0,0,0,0,0,7,8,0,0,11,0,0,0,0,> <0,0,0,0,5,6,0,0,9,0,0,12,0,0,0,> 
53 (2 1) <1,2,3,4,0,0,0,8,0,10,0,0,13,14,15,> <0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,> <0,0,0,0,5,6,0,0,9,0,0,12,0,0,0,> 
54 (3 1) <1,2,3,4,0,0,0,8,9,10,0,0,13,14,15,> <0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,> <0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,> 
55 (2 3) <1,2,3,4,0,0,0,8,9,10,0,0,13,14,15,> <0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,> <0,0,0,0,5,6,0,0,0,0,11,12,0,0,0,> 
56 (2 3) <1,2,3,4,0,0,0,8,9,10,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,6,7,0,0,0,11,12,0,0,0,> 
57 (1 3) <1,2,3,4,0,0,0,8,0,10,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,6,7,0,9,0,11,12,0,0,0,> 
58 (1 2) <1,2,3,4,0,0,0,0,0,10,0,0,13,14,15,> <0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,> <0,0,0,0,5,6,7,0,9,0,11,12,0,0,0,> 
59 (3 2) <1,2,3,4,0,0,0,0,0,10,0,0,13,14,15,> <0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,> <0,0,0,0,5,6,7,0,0,0,11,12,0,0,0,> 
60 (1 3) <1,2,3,4,0,0,0,0,0,0,0,0,13,14,15,> <0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,> <0,0,0,0,5,6,7,0,0,10,11,12,0,0,0,> 
61 (2 1) <1,2,3,4,0,0,0,0,9,0,0,0,13,14,15,> <0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,> <0,0,0,0,5,6,7,0,0,10,11,12,0,0,0,> 
62 (2 3) <1,2,3,4,0,0,0,0,9,0,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,6,7,8,0,10,11,12,0,0,0,> 
63 (1 3) <1,2,3,4,0,0,0,0,0,0,0,0,13,14,15,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,6,7,8,9,10,11,12,0,0,0,> 
64 (1 2) <1,2,3,0,0,0,0,0,0,0,0,0,13,14,15,> <0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,> <0,0,0,0,5,6,7,8,9,10,11,12,0,0,0,> 
65 (1 2) <1,2,3,0,0,0,0,0,0,0,0,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,> <0,0,0,0,5,6,7,8,9,10,11,12,0,0,0,>
66 (3 1) <1,2,3,0,0,0,0,0,9,0,0,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,> <0,0,0,0,5,6,7,8,0,10,11,12,0,0,0,> 
67 (3 2) <1,2,3,0,0,0,0,0,9,0,0,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,0,0,13,0,0,> <0,0,0,0,5,6,7,0,0,10,11,12,0,0,0,> 
68 (1 2) <1,2,3,0,0,0,0,0,0,0,0,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,0,0,13,0,0,> <0,0,0,0,5,6,7,0,0,10,11,12,0,0,0,> 
69 (3 1) <1,2,3,0,0,0,0,0,0,10,0,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,0,0,13,0,0,> <0,0,0,0,5,6,7,0,0,0,11,12,0,0,0,> 
70 (3 1) <1,2,3,0,0,0,7,0,0,10,0,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,0,0,13,0,0,> <0,0,0,0,5,6,0,0,0,0,11,12,0,0,0,> 
71 (2 1) <1,2,3,0,0,0,7,0,9,10,0,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,0,0,13,0,0,> <0,0,0,0,5,6,0,0,0,0,11,12,0,0,0,> 
72 (3 2) <1,2,3,0,0,0,7,0,9,10,0,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,11,0,13,0,0,> <0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,> 
73 (1 2) <1,2,3,0,0,0,7,0,0,10,0,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,11,0,13,0,0,> <0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,> 
74 (1 3) <1,2,3,0,0,0,0,0,0,10,0,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,11,0,13,0,0,> <0,0,0,0,5,6,7,0,0,0,0,12,0,0,0,> 
75 (1 2) <1,2,3,0,0,0,0,0,0,0,0,0,0,14,15,> <0,0,0,4,0,0,0,8,9,10,11,0,13,0,0,> <0,0,0,0,5,6,7,0,0,0,0,12,0,0,0,> 
76 (3 1) <1,2,3,0,0,0,7,0,0,0,0,0,0,14,15,> <0,0,0,4,0,0,0,8,9,10,11,0,13,0,0,> <0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,> 
77 (2 3) <1,2,3,0,0,0,7,0,0,0,0,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,11,0,13,0,0,> <0,0,0,0,5,6,0,0,0,10,0,12,0,0,0,> 
78 (1 3) <1,2,3,0,0,0,0,0,0,0,0,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,11,0,13,0,0,> <0,0,0,0,5,6,7,0,0,10,0,12,0,0,0,> 
79 (2 3) <1,2,3,0,0,0,0,0,0,0,0,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,11,0,13,0,0,> <0,0,0,0,5,6,7,0,9,10,0,12,0,0,0,> 
80 (2 1) <1,2,3,0,0,0,0,0,0,0,11,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,0,0,13,0,0,> <0,0,0,0,5,6,7,0,9,10,0,12,0,0,0,> 
81 (3 2) <1,2,3,0,0,0,0,0,0,0,11,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,0,0,13,0,0,> <0,0,0,0,5,6,7,0,0,10,0,12,0,0,0,> 
82 (3 1) <1,2,3,0,0,0,7,0,0,0,11,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,0,0,13,0,0,> <0,0,0,0,5,6,0,0,0,10,0,12,0,0,0,> 
83 (3 1) <1,2,3,0,0,0,7,0,0,10,11,0,0,14,15,> <0,0,0,4,0,0,0,8,9,0,0,0,13,0,0,> <0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,> 
84 (2 3) <1,2,3,0,0,0,7,0,0,10,11,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,0,0,13,0,0,> <0,0,0,0,5,6,0,0,9,0,0,12,0,0,0,> 
85 (2 1) <1,2,3,0,0,0,7,8,0,10,11,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,> <0,0,0,0,5,6,0,0,9,0,0,12,0,0,0,> 
86 (3 1) <1,2,3,0,0,0,7,8,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,> <0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,> 
87 (3 2) <1,2,3,0,0,0,7,8,9,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,0,0,0,13,0,0,> <0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,> 
88 (3 2) <1,2,3,0,0,0,7,8,9,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,0,0,12,13,0,0,> <0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,>
89 (1 3) <1,2,3,0,0,0,7,8,0,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,0,0,12,13,0,0,> <0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,> 
90 (1 2) <1,2,3,0,0,0,7,0,0,10,11,0,0,14,15,> <0,0,0,4,0,6,0,8,0,0,0,12,13,0,0,> <0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,> 
91 (1 2) <1,2,3,0,0,0,7,0,0,0,11,0,0,14,15,> <0,0,0,4,0,6,0,8,0,10,0,12,13,0,0,> <0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,> 
92 (1 3) <1,2,3,0,0,0,0,0,0,0,11,0,0,14,15,> <0,0,0,4,0,6,0,8,0,10,0,12,13,0,0,> <0,0,0,0,5,0,7,0,9,0,0,0,0,0,0,> 
93 (2 1) <1,2,3,0,0,0,0,0,0,10,11,0,0,14,15,> <0,0,0,4,0,6,0,8,0,0,0,12,13,0,0,> <0,0,0,0,5,0,7,0,9,0,0,0,0,0,0,> 
94 (2 3) <1,2,3,0,0,0,0,0,0,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,0,0,12,13,0,0,> <0,0,0,0,5,0,7,8,9,0,0,0,0,0,0,> 
95 (1 2) <1,2,3,0,0,0,0,0,0,0,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,10,0,12,13,0,0,> <0,0,0,0,5,0,7,8,9,0,0,0,0,0,0,> 
96 (3 1) <1,2,3,0,0,0,0,8,0,0,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,10,0,12,13,0,0,> <0,0,0,0,5,0,7,0,9,0,0,0,0,0,0,> 
97 (2 1) <1,2,3,0,0,0,0,8,0,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,0,0,12,13,0,0,> <0,0,0,0,5,0,7,0,9,0,0,0,0,0,0,> 
98 (3 2) <1,2,3,0,0,0,0,8,0,10,11,0,0,14,15,> <0,0,0,4,0,6,7,0,0,0,0,12,13,0,0,> <0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,> 
99 (1 2) <1,2,3,0,0,0,0,8,0,0,11,0,0,14,15,> <0,0,0,4,0,6,7,0,0,10,0,12,13,0,0,> <0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,> 
100 (1 2) <1,2,3,0,0,0,0,0,0,0,11,0,0,14,15,> <0,0,0,4,0,6,7,8,0,10,0,12,13,0,0,> <0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,> 
101 (3 2) <1,2,3,0,0,0,0,0,0,0,11,0,0,14,15,> <0,0,0,4,0,6,7,8,9,10,0,12,13,0,0,> <0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,> 
102 (3 1) <1,2,3,0,5,0,0,0,0,0,11,0,0,14,15,> <0,0,0,4,0,6,7,8,9,10,0,12,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> 
103 (2 1) <1,2,3,0,5,0,0,0,9,0,11,0,0,14,15,> <0,0,0,4,0,6,7,8,0,10,0,12,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> 
104 (2 3) <1,2,3,0,5,0,0,0,9,0,11,0,0,14,15,> <0,0,0,4,0,6,7,0,0,10,0,12,13,0,0,> <0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,> 
105 (2 3) <1,2,3,0,5,0,0,0,9,0,11,0,0,14,15,> <0,0,0,4,0,6,7,0,0,0,0,12,13,0,0,> <0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,> 
106 (1 2) <1,2,3,0,5,0,0,0,0,0,11,0,0,14,15,> <0,0,0,4,0,6,7,0,9,0,0,12,13,0,0,> <0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,> 
107 (3 1) <1,2,3,0,5,0,0,0,0,10,11,0,0,14,15,> <0,0,0,4,0,6,7,0,9,0,0,12,13,0,0,> <0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,> 
108 (3 1) <1,2,3,0,5,0,0,8,0,10,11,0,0,14,15,> <0,0,0,4,0,6,7,0,9,0,0,12,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> 
109 (2 1) <1,2,3,0,5,0,0,8,9,10,11,0,0,14,15,> <0,0,0,4,0,6,7,0,0,0,0,12,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> 
110 (2 3) <1,2,3,0,5,0,0,8,9,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,0,0,12,13,0,0,> <0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,> 
111 (2 3) <1,2,3,0,5,0,0,8,9,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,0,0,0,13,0,0,> <0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,> 
112 (1 2) <1,2,3,0,5,0,0,8,0,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,9,0,0,0,13,0,0,> <0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,> 
113 (1 3) <1,2,3,0,5,0,0,0,0,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,9,0,0,0,13,0,0,> <0,0,0,0,0,0,7,8,0,0,0,12,0,0,0,> 
114 (2 3) <1,2,3,0,5,0,0,0,0,10,11,0,0,14,15,> <0,0,0,4,0,6,0,0,0,0,0,0,13,0,0,> <0,0,0,0,0,0,7,8,9,0,0,12,0,0,0,> 
115 (2 1) <1,2,3,0,5,6,0,0,0,10,11,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,> <0,0,0,0,0,0,7,8,9,0,0,12,0,0,0,> 
116 (3 1) <1,2,3,0,5,6,0,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,> <0,0,0,0,0,0,7,8,0,0,0,12,0,0,0,> 
117 (3 2) <1,2,3,0,5,6,0,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,0,0,13,0,0,> <0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,> 
118 (3 2) <1,2,3,0,5,6,0,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,0,12,13,0,0,> <0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,> 
119 (3 1) <1,2,3,0,5,6,7,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,0,12,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> 
120 (2 3) <1,2,3,0,5,6,7,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,8,0,0,0,0,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,> 
121 (2 1) <1,2,3,0,5,6,7,8,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,> 
122 (3 2) <1,2,3,0,5,6,7,8,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,12,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> 
123 (1 3) <1,2,3,0,5,6,7,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,12,13,0,0,> <0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,> 
124 (2 3) <1,2,3,0,5,6,7,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,> <0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,> 
125 (1 2) <1,2,3,0,5,6,0,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,7,0,0,0,0,0,13,0,0,> <0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,> 
126 (3 2) <1,2,3,0,5,6,0,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,7,0,0,0,0,12,13,0,0,> <0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,> 
127 (3 2) <1,2,3,0,5,6,0,0,9,10,11,0,0,14,15,> <0,0,0,4,0,0,7,8,0,0,0,12,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> 
128 (1 2) <1,2,3,0,5,6,0,0,0,10,11,0,0,14,15,> <0,0,0,4,0,0,7,8,9,0,0,12,13,0,0,> <0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,> 
129 (1 3) <1,2,3,0,5,0,0,0,0,10,11,0,0,14,15,> <0,0,0,4,0,0,7,8,9,0,0,12,13,0,0,> <0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,> 
130 (2 3) <1,2,3,0,5,0,0,0,0,10,11,0,0,14,15,> <0,0,0,4,0,0,7,8,0,0,0,12,13,0,0,> <0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,> 
131 (2 1) <1,2,3,0,5,0,0,8,0,10,11,0,0,14,15,> <0,0,0,4,0,0,7,0,0,0,0,12,13,0,0,> <0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,> 
132 (3 1) <1,2,3,0,5,0,0,8,9,10,11,0,0,14,15,> <0,0,0,4,0,0,7,0,0,0,0,12,13,0,0,> <0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,> 
